s	p	o
Great_Tit#species	wo:livesIn	Temperate_coniferous_forest#habitat
Great_Tit#species	wo:livesIn	Temperate_grasslands_savannas_and_shrublands#habitat
Great_Tit#species	wo:livesIn	Urban_ecosystem#habitat
Great_Tit#species	wo:livesIn	Wetland#habitat
Great_Tit#species	wo:name	Great_Tit#name
Great_Tit#species	wo:order	Passerine#order
Great_Tit#species	wo:phylum	Chordate#phylum
Great_white_shark#species	rdf:type	wo:Species
Great_white_shark#species	wo:order	Lamniformes#order
Great_white_shark#species	rdf:type	wo:Species
Great_white_shark#species	wo:adaptation	Animal_migration#adaptation
Great_white_shark#species	wo:adaptation	Aquatic_locomotion#adaptation
Great_white_shark#species	wo:adaptation	Carnivore#adaptation
Great_white_shark#species	wo:adaptation	Dominance_hierarchy#adaptation
Great_white_shark#species	wo:adaptation	Haptic_perception#adaptation
Great_white_shark#species	wo:adaptation	Nomad#adaptation
Great_white_shark#species	wo:adaptation	Ovoviviparity#adaptation
Great_white_shark#species	wo:adaptation	Precocial#adaptation
Great_white_shark#species	wo:adaptation	Predation#adaptation
Great_white_shark#species	wo:adaptation	Presociality#adaptation
Great_white_shark#species	wo:adaptation	Visual_perception#adaptation
Great_white_shark#species	wo:class	Chondrichthyes#class
Great_white_shark#species	wo:ecozone	Afrotropic_ecozone#ecozone
Great_white_shark#species	wo:ecozone	Australasia_ecozone#ecozone
Great_white_shark#species	wo:ecozone	Nearctic_ecozone#ecozone
Great_white_shark#species	wo:ecozone	Neotropic_ecozone#ecozone
Great_white_shark#species	wo:ecozone	Palearctic_ecozone#ecozone
Great_white_shark#species	wo:family	Lamnidae#family
Great_white_shark#species	wo:growsIn	Neritic_zone#habitat
Great_white_shark#species	wo:growsIn	Pelagic#habitat
Great_white_shark#species	wo:kingdom	Animal#kingdom
Great_white_shark#species	wo:livesIn	Neritic_zone#habitat
Great_white_shark#species	wo:livesIn	Pelagic#habitat
Great_white_shark#species	wo:name	Great_white_shark#name
Great_white_shark#species	wo:order	Lamniformes#order
Great_white_shark#species	wo:phylum	Chordate#phylum
Great_white_shark#species	wo:superorder	Shark#superorder
Grebe#family	rdf:type	wo:Family
Grebe#family	wo:class	Bird#class
Grebe#family	wo:adaptation	Altricial#adaptation
Grebe#family	wo:adaptation	Aquatic_locomotion#adaptation
Grebe#family	wo:adaptation	Flight#adaptation
Grebe#family	wo:adaptation	Oviparity#adaptation
Grebe#family	wo:class	Bird#class
Grebe#family	wo:kingdom	Animal#kingdom
Grebe#family	wo:livesIn	Coast#habitat
Grebe#family	wo:livesIn	Lake#habitat
Grebe#family	wo:name	Grebe#name
Grebe#family	wo:order	Podicipediformes#order
Grebe#family	wo:phylum	Chordate#phylum
Green_sea_turtle#species	rdf:type	wo:Species
Green_sea_turtle#species	wo:family	Sea_turtle#family
Green_sea_turtle#species	rdf:type	wo:Species
Green_sea_turtle#species	wo:adaptation	Animal_migration#adaptation
Green_sea_turtle#species	wo:adaptation	Antipredator_adaptation#adaptation
Green_sea_turtle#species	wo:adaptation	Aquatic_locomotion#adaptation
Green_sea_turtle#species	wo:adaptation	Carnivore#adaptation
Green_sea_turtle#species	wo:adaptation	Herbivore#adaptation
Green_sea_turtle#species	wo:adaptation	Oviparity#adaptation
Green_sea_turtle#species	wo:adaptation	Precocial#adaptation
Green_sea_turtle#species	wo:class	Reptile#class
Green_sea_turtle#species	wo:ecozone	Afrotropic_ecozone#ecozone
Green_sea_turtle#species	wo:ecozone	Australasia_ecozone#ecozone
Green_sea_turtle#species	wo:ecozone	Indomalaya_ecozone#ecozone
Green_sea_turtle#species	wo:ecozone	Neotropic_ecozone#ecozone
Green_sea_turtle#species	wo:family	Sea_turtle#family
Green_sea_turtle#species	wo:genus	Chelonia#genus
Green_sea_turtle#species	wo:growsIn	Benthic_zone#habitat
Green_sea_turtle#species	wo:growsIn	Intertidal_zone#habitat
Green_sea_turtle#species	wo:growsIn	Neritic_zone#habitat
Green_sea_turtle#species	wo:growsIn	Pelagic#habitat
Green_sea_turtle#species	wo:growsIn	Reef#habitat
Green_sea_turtle#species	wo:kingdom	Animal#kingdom
Green_sea_turtle#species	wo:livesIn	Benthic_zone#habitat
Green_sea_turtle#species	wo:livesIn	Intertidal_zone#habitat
Green_sea_turtle#species	wo:livesIn	Neritic_zone#habitat
Green_sea_turtle#species	wo:livesIn	Pelagic#habitat
Green_sea_turtle#species	wo:livesIn	Reef#habitat
Green_sea_turtle#species	wo:name	Green_sea_turtle#name
Green_sea_turtle#species	wo:order	Turtle#order
Green_sea_turtle#species	wo:phylum	Chordate#phylum
Green_Woodpecker#species	rdf:type	wo:Species
Green_Woodpecker#species	wo:family	Woodpecker#family
Green_Woodpecker#species	rdf:type	wo:Species
Green_Woodpecker#species	wo:adaptation	Flight#adaptation
Green_Woodpecker#species	wo:adaptation	Hearing_sense#adaptation
Green_Woodpecker#species	wo:adaptation	Monogamous_pairing_in_animals#adaptation
Green_Woodpecker#species	wo:adaptation	Moulting#adaptation
Green_Woodpecker#species	wo:adaptation	Oviparity#adaptation
Green_Woodpecker#species	wo:adaptation	Parental_investment#adaptation
Green_Woodpecker#species	wo:class	Bird#class
Green_Woodpecker#species	wo:ecozone	Palearctic_ecozone#ecozone
Green_Woodpecker#species	wo:family	Woodpecker#family
Green_Woodpecker#species	wo:genus	Picus_biology#genus
Green_Woodpecker#species	wo:growsIn	Ancient_woodland#habitat
Green_Woodpecker#species	wo:growsIn	Arable_land#habitat
Green_Woodpecker#species	wo:growsIn	hedge#habitat
Green_Woodpecker#species	wo:growsIn	Park#habitat
Green_Woodpecker#species	wo:growsIn	Temperate_broadleaf_and_mixed_forests#habitat
Green_Woodpecker#species	wo:growsIn	Temperate_grasslands_savannas_and_shrublands#habitat
Green_Woodpecker#species	wo:growsIn	Urban_ecosystem#habitat
Green_Woodpecker#species	wo:kingdom	Animal#kingdom
Green_Woodpecker#species	wo:livesIn	Ancient_woodland#habitat
Green_Woodpecker#species	wo:livesIn	Arable_land#habitat
Green_Woodpecker#species	wo:livesIn	hedge#habitat
Green_Woodpecker#species	wo:livesIn	Park#habitat
Green_Woodpecker#species	wo:livesIn	Temperate_broadleaf_and_mixed_forests#habitat
Green_Woodpecker#species	wo:livesIn	Temperate_grasslands_savannas_and_shrublands#habitat
Green_Woodpecker#species	wo:livesIn	Urban_ecosystem#habitat
Green_Woodpecker#species	wo:name	Green_Woodpecker#name
Green_Woodpecker#species	wo:order	Piciformes#order
Green_Woodpecker#species	wo:phylum	Chordate#phylum
Grey-faced_Sengi#species	rdf:type	wo:Species
Grey-faced_Sengi#species	wo:family	Elephant_shrew#family
Grey-faced_Sengi#species	rdf:type	wo:Species
Grey-faced_Sengi#species	wo:adaptation	Monogamous_pairing_in_animals#adaptation
Grey-faced_Sengi#species	wo:adaptation	Precocial#adaptation
Grey-faced_Sengi#species	wo:adaptation	Running#adaptation
Grey-faced_Sengi#species	wo:adaptation	Semiochemical#adaptation
Grey-faced_Sengi#species	wo:adaptation	Territory_animal#adaptation
Grey-faced_Sengi#species	wo:adaptation	Vivipary#adaptation
Grey-faced_Sengi#species	wo:class	Mammal#class
Grey-faced_Sengi#species	wo:ecozone	Afrotropic_ecozone#ecozone
Grey-faced_Sengi#species	wo:family	Elephant_shrew#family
Grey-faced_Sengi#species	wo:genus	Rhynchocyon#genus
Grey-faced_Sengi#species	wo:growsIn	Montane_grasslands_and_shrublands#habitat
Grey-faced_Sengi#species	wo:growsIn	Mountain#habitat
Grey-faced_Sengi#species	wo:growsIn	Tropical_and_subtropical_dry_broadleaf_forests#habitat
Grey-faced_Sengi#species	wo:kingdom	Animal#kingdom
Grey-faced_Sengi#species	wo:livesIn	Montane_grasslands_and_shrublands#habitat
Grey-faced_Sengi#species	wo:livesIn	Mountain#habitat
Grey-faced_Sengi#species	wo:livesIn	Tropical_and_subtropical_dry_broadleaf_forests#habitat
Grey-faced_Sengi#species	wo:name	Grey-faced_Sengi#name
Grey-faced_Sengi#species	wo:order	Macroscelidea#order
Grey-faced_Sengi#species	wo:phylum	Chordate#phylum
Grey_Heron#species	rdf:type	wo:Species
Grey_Heron#species	wo:family	Heron#family
Grey_Heron#species	rdf:type	wo:Species
Grey_Heron#species	wo:adaptation	Ambush_predator#adaptation
Grey_Heron#species	wo:adaptation	Carnivore#adaptation
Grey_Heron#species	wo:adaptation	Colony_biology#adaptation
Grey_Heron#species	wo:adaptation	Flight#adaptation
Grey_Heron#species	wo:adaptation	Oviparity#adaptation
Grey_Heron#species	wo:adaptation	Parental_investment#adaptation
Grey_Heron#species	wo:adaptation	Territory_animal#adaptation
Grey_Heron#species	wo:class	Bird#class
Grey_Heron#species	wo:ecozone	Afrotropic_ecozone#ecozone
Grey_Heron#species	wo:ecozone	Indomalaya_ecozone#ecozone
Grey_Heron#species	wo:ecozone	Palearctic_ecozone#ecozone
Grey_Heron#species	wo:family	Heron#family
Grey_Heron#species	wo:genus	Ardea_genus#genus
Grey_Heron#species	wo:growsIn	Lake#habitat
Grey_Heron#species	wo:growsIn	River#habitat
Grey_Heron#species	wo:growsIn	Wetland#habitat
Grey_Heron#species	wo:kingdom	Animal#kingdom
Grey_Heron#species	wo:livesIn	Lake#habitat
Grey_Heron#species	wo:livesIn	River#habitat
Grey_Heron#species	wo:livesIn	Wetland#habitat
Grey_Heron#species	wo:name	Grey_Heron#name
Grey_Heron#species	wo:order	Ciconiiformes#order
Grey_Heron#species	wo:phylum	Chordate#phylum
Grey_Wagtail#species	rdf:type	wo:Species
Grey_Wagtail#species	wo:genus	Motacilla#genus
Grey_Wagtail#species	rdf:type	wo:Species
Grey_Wagtail#species	wo:adaptation	Altricial#adaptation
Grey_Wagtail#species	wo:adaptation	Animal_migration#adaptation
Grey_Wagtail#species	wo:adaptation	Courtship_display#adaptation
Grey_Wagtail#species	wo:adaptation	Flight#adaptation
Grey_Wagtail#species	wo:adaptation	Hearing_sense#adaptation
Grey_Wagtail#species	wo:adaptation	Monogamous_pairing_in_animals#adaptation
Grey_Wagtail#species	wo:adaptation	Moulting#adaptation
Grey_Wagtail#species	wo:adaptation	Oviparity#adaptation
Grey_Wagtail#species	wo:adaptation	Parental_investment#adaptation
Grey_Wagtail#species	wo:adaptation	Territory_animal#adaptation
Grey_Wagtail#species	wo:adaptation	Visual_perception#adaptation
Grey_Wagtail#species	wo:class	Bird#class
Grey_Wagtail#species	wo:ecozone	Afrotropic_ecozone#ecozone
Grey_Wagtail#species	wo:ecozone	Indomalaya_ecozone#ecozone
Grey_Wagtail#species	wo:ecozone	Palearctic_ecozone#ecozone
Grey_Wagtail#species	wo:family	Motacillidae#family
Grey_Wagtail#species	wo:genus	Motacilla#genus
Grey_Wagtail#species	wo:growsIn	Arable_land#habitat
Grey_Wagtail#species	wo:growsIn	River#habitat
Grey_Wagtail#species	wo:growsIn	Temperate_grasslands_savannas_and_shrublands#habitat
Grey_Wagtail#species	wo:growsIn	Urban_ecosystem#habitat
Grey_Wagtail#species	wo:kingdom	Animal#kingdom
Grey_Wagtail#species	wo:livesIn	Arable_land#habitat
Grey_Wagtail#species	wo:livesIn	River#habitat
Grey_Wagtail#species	wo:livesIn	Temperate_grasslands_savannas_and_shrublands#habitat
Grey_Wagtail#species	wo:livesIn	Urban_ecosystem#habitat
Grey_Wagtail#species	wo:name	Grey_Wagtail#name
Grey_Wagtail#species	wo:order	Passerine#order
Grey_Wagtail#species	wo:phylum	Chordate#phylum
Grimpoteuthis#genus	rdf:type	wo:Genus
Grimpoteuthis#genus	wo:class	Cephalopod#class
Grimpoteuthis#genus	wo:family	Umbrella_octopus#family
Grimpoteuthis#genus	wo:kingdom	Animal#kingdom
Grimpoteuthis#genus	wo:name	Grimpoteuthis#name
Grimpoteuthis#genus	wo:order	Octopus#order
Grimpoteuthis#genus	wo:phylum	Mollusca#phylum
Grimpoteuthis#genus	rdf:type	wo:Genus
Grimpoteuthis#genus	wo:order	Octopus#order
Ground_beetle#family	rdf:type	wo:Family
Ground_beetle#family	wo:class	Insect#class
Ground_beetle#family	wo:kingdom	Animal#kingdom
Ground_beetle#family	wo:name	Ground_beetle#name
Ground_beetle#family	wo:order	Beetle#order
Ground_beetle#family	wo:phylum	Arthropod#phylum
Ground_beetle#family	rdf:type	wo:Family
Ground_beetle#family	wo:order	Beetle#order
Gruiformes#order	rdf:type	wo:Order
Gruiformes#order	wo:class	Bird#class
Gruiformes#order	rdf:type	wo:Order
Gruiformes#order	wo:adaptation	Altricial#adaptation
Gruiformes#order	wo:adaptation	Flight#adaptation
Gruiformes#order	wo:adaptation	Hearing_sense#adaptation
Gruiformes#order	wo:adaptation	Oviparity#adaptation
Gruiformes#order	wo:class	Bird#class
Gruiformes#order	wo:kingdom	Animal#kingdom
Gruiformes#order	wo:livesIn	Brackish#habitat
Gruiformes#order	wo:livesIn	Coast#habitat
Gruiformes#order	wo:livesIn	Estuary#habitat
Gruiformes#order	wo:livesIn	Flooded_grasslands_and_savannas#habitat
Gruiformes#order	wo:livesIn	Lake#habitat
Gruiformes#order	wo:livesIn	River#habitat
Gruiformes#order	wo:livesIn	Urban_ecosystem#habitat
Gruiformes#order	wo:livesIn	Vernal_pool#habitat
Gruiformes#order	wo:livesIn	Wetland#habitat
Gruiformes#order	wo:name	Gruiformes#name
Gruiformes#order	wo:phylum	Chordate#phylum
Grus_genus#genus	rdf:type	wo:Genus
Grus_genus#genus	wo:family	Crane_bird#family
Grus_genus#genus	wo:class	Bird#class
Grus_genus#genus	wo:family	Crane_bird#family
Grus_genus#genus	wo:kingdom	Animal#kingdom
Grus_genus#genus	wo:name	Grus_genus#name
Grus_genus#genus	wo:order	Gruiformes#order
Grus_genus#genus	wo:phylum	Chordate#phylum
Guanaco#species	rdf:type	wo:Species
Guanaco#species	wo:family	Camelid#family
Guanaco#species	rdf:type	wo:Species
Guanaco#species	wo:adaptation	Animal_migration#adaptation
Guanaco#species	wo:adaptation	Desiccation_tolerance#adaptation
Guanaco#species	wo:adaptation	Dominance_hierarchy#adaptation
Guanaco#species	wo:adaptation	Hearing_sense#adaptation
Guanaco#species	wo:adaptation	Herbivore#adaptation
Guanaco#species	wo:adaptation	High_altitude#adaptation
Guanaco#species	wo:adaptation	Polygyny#adaptation
Guanaco#species	wo:adaptation	Precocial#adaptation
Guanaco#species	wo:adaptation	Presociality#adaptation
Guanaco#species	wo:adaptation	Running#adaptation
Guanaco#species	wo:adaptation	Semiochemical#adaptation
Guanaco#species	wo:adaptation	Territory_animal#adaptation
Guanaco#species	wo:adaptation	Thermophile#adaptation
Guanaco#species	wo:adaptation	Vivipary#adaptation
Guanaco#species	wo:class	Mammal#class
Guanaco#species	wo:ecozone	Neotropic_ecozone#ecozone
Guanaco#species	wo:family	Camelid#family
Guanaco#species	wo:genus	Lama_genus#genus
Guanaco#species	wo:growsIn	Montane_grasslands_and_shrublands#habitat
Guanaco#species	wo:growsIn	Mountain#habitat
Guanaco#species	wo:growsIn	Temperate_grasslands_savannas_and_shrublands#habitat
Guanaco#species	wo:kingdom	Animal#kingdom
Guanaco#species	wo:livesIn	Montane_grasslands_and_shrublands#habitat
Guanaco#species	wo:livesIn	Mountain#habitat
Guanaco#species	wo:livesIn	Temperate_grasslands_savannas_and_shrublands#habitat
Guanaco#species	wo:name	Guanaco#name
Guanaco#species	wo:order	Even-toed_ungulate#order
Guanaco#species	wo:phylum	Chordate#phylum
Guanaco#species	wo:superorder	Cetartiodactyla#superorder
Gull#family	wo:class	Bird#class
Gull#family	wo:kingdom	Animal#kingdom
Gull#family	wo:name	Gull#name
Gull#family	wo:order	Charadriiformes#order
Gull#family	wo:phylum	Chordate#phylum
Gull#family	rdf:type	wo:Family
Gull#family	wo:order	Charadriiformes#order
Gunnisons_Prairie_Dog#species	rdf:type	wo:Species
Gunnisons_Prairie_Dog#species	wo:genus	Prairie_dog#genus
Gunnisons_Prairie_Dog#species	rdf:type	wo:Species
Gunnisons_Prairie_Dog#species	wo:adaptation	Altricial#adaptation
Gunnisons_Prairie_Dog#species	wo:adaptation	Animal_cognition#adaptation
Gunnisons_Prairie_Dog#species	wo:adaptation	Animal_language#adaptation
Gunnisons_Prairie_Dog#species	wo:adaptation	Antipredator_adaptation#adaptation
Gunnisons_Prairie_Dog#species	wo:adaptation	Colony_biology#adaptation
Gunnisons_Prairie_Dog#species	wo:adaptation	Cooperative_breeding#adaptation
Gunnisons_Prairie_Dog#species	wo:adaptation	Dominance_hierarchy#adaptation
Gunnisons_Prairie_Dog#species	wo:adaptation	Fossorial#adaptation
Gunnisons_Prairie_Dog#species	wo:adaptation	Hearing_sense#adaptation
Gunnisons_Prairie_Dog#species	wo:adaptation	Herbivore#adaptation
Gunnisons_Prairie_Dog#species	wo:adaptation	Hibernation#adaptation
Gunnisons_Prairie_Dog#species	wo:adaptation	Polygynandry#adaptation
Gunnisons_Prairie_Dog#species	wo:adaptation	Polygyny#adaptation
Gunnisons_Prairie_Dog#species	wo:adaptation	Presociality#adaptation
Gunnisons_Prairie_Dog#species	wo:adaptation	Territory_animal#adaptation
Gunnisons_Prairie_Dog#species	wo:class	Mammal#class
Gunnisons_Prairie_Dog#species	wo:ecozone	Nearctic_ecozone#ecozone
Gunnisons_Prairie_Dog#species	wo:family	Sciuridae#family
Gunnisons_Prairie_Dog#species	wo:genus	Prairie_dog#genus
Gunnisons_Prairie_Dog#species	wo:growsIn	Deserts_and_xeric_shrublands#habitat
Gunnisons_Prairie_Dog#species	wo:growsIn	Temperate_coniferous_forest#habitat
Gunnisons_Prairie_Dog#species	wo:growsIn	Temperate_grasslands_savannas_and_shrublands#habitat
Gunnisons_Prairie_Dog#species	wo:kingdom	Animal#kingdom
Gunnisons_Prairie_Dog#species	wo:livesIn	Deserts_and_xeric_shrublands#habitat
Gunnisons_Prairie_Dog#species	wo:livesIn	Temperate_coniferous_forest#habitat
Gunnisons_Prairie_Dog#species	wo:livesIn	Temperate_grasslands_savannas_and_shrublands#habitat
Gunnisons_Prairie_Dog#species	wo:name	Gunnisons_Prairie_Dog#name
Gunnisons_Prairie_Dog#species	wo:order	Rodent#order
Gunnisons_Prairie_Dog#species	wo:phylum	Chordate#phylum
Haasts_Eagle#species	rdf:type	wo:Species
Haasts_Eagle#species	wo:family	Accipitridae#family
Haasts_Eagle#species	rdf:type	wo:Species
Haasts_Eagle#species	wo:adaptation	Carnivore#adaptation
Haasts_Eagle#species	wo:adaptation	Flight#adaptation
Haasts_Eagle#species	wo:adaptation	Hearing_sense#adaptation
Haasts_Eagle#species	wo:adaptation	Moulting#adaptation
Haasts_Eagle#species	wo:adaptation	Oviparity#adaptation
Haasts_Eagle#species	wo:adaptation	Predation#adaptation
Haasts_Eagle#species	wo:adaptation	Sexual_dimorphism#adaptation
Haasts_Eagle#species	wo:class	Bird#class
Haasts_Eagle#species	wo:family	Accipitridae#family
Haasts_Eagle#species	wo:genus	Harpagornis#genus
Haasts_Eagle#species	wo:growsIn	Temperate_broadleaf_and_mixed_forests#habitat
Haasts_Eagle#species	wo:kingdom	Animal#kingdom
Haasts_Eagle#species	wo:livesIn	Temperate_broadleaf_and_mixed_forests#habitat
Haasts_Eagle#species	wo:name	Haasts_Eagle#name
Haasts_Eagle#species	wo:order	Falconiformes#order
Haasts_Eagle#species	wo:phylum	Chordate#phylum
Hadrosaurid#family	rdf:type	wo:Family
Hadrosaurid#family	wo:adaptation	Hearing_sense#adaptation
Hadrosaurid#family	wo:adaptation	Herbivore#adaptation
Hadrosaurid#family	wo:adaptation	Oviparity#adaptation
Hadrosaurid#family	wo:adaptation	Presociality#adaptation
Hadrosaurid#family	wo:adaptation	Running#adaptation
Hadrosaurid#family	wo:class	Reptile#class
Hadrosaurid#family	wo:infraorder	Ornithopod#infraorder
Hadrosaurid#family	wo:kingdom	Animal#kingdom
Hadrosaurid#family	wo:name	Hadrosaurid#name
Hadrosaurid#family	wo:order	Ornithischia#order
Hadrosaurid#family	wo:phylum	Chordate#phylum
Hadrosaurid#family	wo:suborder	Cerapoda#suborder
Hadrosaurid#family	wo:superorder	Dinosaur#superorder
Hadrosaurid#family	rdf:type	wo:Family
Hadrosaurid#family	wo:infraorder	Ornithopod#infraorder
Hamadryas_Baboon#species	rdf:type	wo:Species
Hamadryas_Baboon#species	wo:genus	Baboon#genus
Hamadryas_Baboon#species	rdf:type	wo:Species
Hamadryas_Baboon#species	wo:adaptation	Altricial#adaptation
Hamadryas_Baboon#species	wo:adaptation	Animal_cognition#adaptation
Hamadryas_Baboon#species	wo:adaptation	Colony_biology#adaptation
Hamadryas_Baboon#species	wo:adaptation	Dominance_hierarchy#adaptation
