concept	lang	token	priority	head_lemma	parts
Siberian_Crane#species	en	Snow crane	2	crane NOUN	snow NOUN compound> crane NOUN
Siberian_salamander#species	en	Siberian salamander	0	salamander NOUN	Siberian ADJ amod> salamander NOUN
Siberian_salamander#species	en	Salamandrella keyserlingii	1	keyserlingii NOUN	Salamandrella PROPN compound> keyserlingii NOUN
Siberian_salamander#species	en	Dybowskis Salamander	2	Salamander PROPN	Dybowskis PROPN compound> Salamander PROPN
Siberian_salamander#species	en	Siberian newt	2	newt NOUN	Siberian ADJ amod> newt NOUN
Siberian_salamander#species	en	Siberian salamander	2	salamander NOUN	Siberian ADJ amod> salamander NOUN
Sika_Deer#species	en	Sika deer	0	deer NOUN	Sika PROPN compound> deer NOUN
Sika_Deer#species	en	Cervus nippon	1	nippon NOUN	Cervus PROPN compound> nippon NOUN
Sika_Deer#species	en	Japanese deer	2	deer NOUN	japanese ADJ amod> deer NOUN
Sika_Deer#species	en	Sika deer	2	deer NOUN	Sika PROPN compound> deer NOUN
Sika_Deer#species	en	Spotted deer	2	deer NOUN	spotted ADJ amod> deer NOUN
Skylark#species	en	Skylark	0	Skylark NOUN	
Skylark#species	en	Alauda arvensis	1	arvensis NOUN	Alauda PROPN compound> arvensis NOUN
Skylark#species	en	Eurasian skylark	2	skylark NOUN	Eurasian ADJ amod> skylark NOUN
Skylark#species	en	Skylark	2	Skylark NOUN	
Smoky_Jungle_Frog#species	en	Smoky jungle frog	0	frog NOUN	Smoky ADJ amod> frog NOUN | jungle NOUN compound> frog NOUN
Smoky_Jungle_Frog#species	en	Leptodactylus pentadactylus	1	pentadactylus NOUN	Leptodactylus PROPN compound> pentadactylus NOUN
Smoky_Jungle_Frog#species	en	Central American bullfrog	2	bullfrog NOUN	central ADJ amod> bullfrog NOUN | american ADJ amod> bullfrog NOUN
Smoky_Jungle_Frog#species	en	Smokey jungle frog	2	frog NOUN	Smokey NOUN compound> jungle NOUN | jungle NOUN compound> frog NOUN
Smoky_Jungle_Frog#species	en	Smoky jungle frog	2	frog NOUN	Smoky ADJ amod> frog NOUN | jungle NOUN compound> frog NOUN
Snow_Goose#species	en	Snow goose	0	goose NOUN	snow NOUN compound> goose NOUN
Snow_Goose#species	en	Chen caerulescens	1	caerulescen PROPN	Chen PROPN compound> caerulescen PROPN
Snow_Goose#species	en	Blue Goose	2	Goose PROPN	Blue PROPN compound> Goose PROPN
Snow_Goose#species	en	Snow goose	2	goose NOUN	snow NOUN compound> goose NOUN
Snowy_Owl#species	en	Snowy owl	0	owl NOUN	Snowy PROPN compound> owl NOUN
Snowy_Owl#species	en	Bubo scandiacus	1	scandiacus NOUN	Bubo PROPN compound> scandiacus NOUN
Snowy_Owl#species	en	Arctic owl	2	owl NOUN	arctic ADJ amod> owl NOUN
Snowy_Owl#species	en	Great white owl	2	owl NOUN	Great ADJ amod> white ADJ | white ADJ amod> owl NOUN
Snowy_Owl#species	en	Snow owl 	2	owl NOUN	snow NOUN compound> owl NOUN
Snowy_Owl#species	en	Snowy owl	2	owl NOUN	Snowy PROPN compound> owl NOUN
Soprano_Pipistrelle#species	en	Soprano pipistrelle	0	pipistrelle NOUN	Soprano PROPN compound> pipistrelle NOUN
Soprano_Pipistrelle#species	en	Pipistrellus pygmaeus	1	pygmaeus NOUN	Pipistrellus PROPN compound> pygmaeus NOUN
Soprano_Pipistrelle#species	en	Soprano pipistrelle	2	pipistrelle NOUN	Soprano PROPN compound> pipistrelle NOUN
Spectacled_Caiman#species	en	Spectacled caiman	0	caiman NOUN	Spectacled VERB amod> caiman NOUN
Spectacled_Caiman#species	en	Caiman crocodilus	1	crocodilus NOUN	Caiman PROPN compound> crocodilus NOUN
Spectacled_Caiman#species	en	Common caiman	2	caiman NOUN	common ADJ amod> caiman NOUN
Spectacled_Caiman#species	en	Spectacled caiman	2	caiman NOUN	Spectacled VERB amod> caiman NOUN
Spectacled_Caiman#species	en	White caiman	2	caiman NOUN	white PROPN compound> caiman NOUN
Star-nosed_Mole#species	en	Star-nosed mole	0	mole NOUN	Star PROPN compound> mole NOUN | -nosed ADJ amod> mole NOUN
Star-nosed_Mole#species	en	Condylura cristata	1	cristata NOUN	Condylura PROPN compound> cristata NOUN
Star-nosed_Mole#species	en	Star nosed mole	2	nose VERB	Star PROPN nsubj> nose VERB | mole NOUN obj> nose VERB
Star-nosed_Mole#species	en	Star-nosed mole	2	mole NOUN	Star PROPN compound> mole NOUN | -nosed ADJ amod> mole NOUN
Stellers_Sea_Eagle#species	en	Stellers sea eagle	0	eagle NOUN	Steller NOUN compound> sea NOUN | sea NOUN compound> eagle NOUN
Stellers_Sea_Eagle#species	en	Haliaeetus pelagicus	1	pelagicus NOUN	Haliaeetus PROPN compound> pelagicus NOUN
Stellers_Sea_Eagle#species	en	Stellers sea eagle	2	eagle NOUN	Steller NOUN compound> sea NOUN | sea NOUN compound> eagle NOUN
Stinging_nettle#species	en	Stinging nettle	0	nettle NOUN	Stinging NOUN compound> nettle NOUN
Stinging_nettle#species	en	Urtica dioica	1	dioica NOUN	Urtica PROPN compound> dioica NOUN
Stinging_nettle#species	en	Common nettle	2	nettle NOUN	common ADJ amod> nettle NOUN
Stinging_nettle#species	en	Stinging nettle	2	nettle NOUN	Stinging NOUN compound> nettle NOUN
Tiger#species	en	Tiger	0	Tiger PROPN	
Tiger#species	en	Panthera tigris	1	tigris NOUN	Panthera PROPN compound> tigris NOUN
Tiger#species	en	Tiger	2	Tiger PROPN	
Vanessa_cardui#species	en	Painted lady	0	lady NOUN	painted ADJ amod> lady NOUN
Vanessa_cardui#species	en	Vanessa cardui	1	cardui NOUN	Vanessa PROPN compound> cardui NOUN
Vanessa_cardui#species	en	Cosmopolitan	2	Cosmopolitan PROPN	
Vanessa_cardui#species	en	Painted lady	2	lady NOUN	painted ADJ amod> lady NOUN
Vanessa_cardui#species	en	Thistle butterfly	2	butterfly NOUN	Thistle NOUN compound> butterfly NOUN
Vipera_berus#species	en	Adder	0	Adder NOUN	
Vipera_berus#species	en	Vipera berus	1	berus NOUN	Vipera PROPN compound> berus NOUN
Vipera_berus#species	en	Adder	2	Adder NOUN	
Vipera_berus#species	en	Common European adder	2	adder NOUN	common ADJ amod> adder NOUN | european ADJ amod> adder NOUN
Vipera_berus#species	en	Common viper	2	viper NOUN	common ADJ amod> viper NOUN
Water_Buffalo#species	en	Water buffalo	0	buffalo NOUN	water PROPN compound> buffalo NOUN
Water_Buffalo#species	en	Bubalus bubalis	1	bubalis PROPN	Bubalus PROPN compound> bubalis PROPN
Water_Buffalo#species	en	Asian buffalo	2	buffalo NOUN	asian ADJ amod> buffalo NOUN
Water_Buffalo#species	en	Indian wild buffalo	2	buffalo NOUN	indian ADJ amod> buffalo NOUN | wild ADJ amod> buffalo NOUN
Water_Buffalo#species	en	River buffalo	2	buffalo NOUN	River PROPN compound> buffalo NOUN
Water_Buffalo#species	en	Swamp buffalo	2	buffalo NOUN	Swamp NOUN compound> buffalo NOUN
Water_Buffalo#species	en	Water buffalo	2	buffalo NOUN	water PROPN compound> buffalo NOUN
Water_Buffalo#species	en	Wild Asian water Buffalo	2	water NOUN	wild ADJ amod> water NOUN | asian ADJ amod> water NOUN | Buffalo PROPN appos> water NOUN
Water_Buffalo#species	en	Wild water buffalo	2	buffalo NOUN	wild ADJ amod> buffalo NOUN | water NOUN compound> buffalo NOUN
Water_Rail#species	en	Water rail	0	rail NOUN	Water PROPN compound> rail NOUN
Water_Rail#species	en	Rallus aquaticus	1	aquaticus NOUN	Rallus PROPN compound> aquaticus NOUN
Water_Rail#species	en	European water rail	2	rail NOUN	european ADJ amod> rail NOUN | water NOUN compound> rail NOUN
Water_Rail#species	en	Water rail	2	rail NOUN	Water PROPN compound> rail NOUN
Western_Marsh_Harrier#species	en	Marsh harrier	0	harrier NOUN	Marsh PROPN compound> harrier NOUN
Western_Marsh_Harrier#species	en	Circus aeruginosus	1	aeruginosus NOUN	Circus PROPN compound> aeruginosus NOUN
Western_Marsh_Harrier#species	en	Eurasian marsh harrier	2	harrier NOUN	Eurasian ADJ amod> harrier NOUN | marsh NOUN compound> harrier NOUN
Western_Marsh_Harrier#species	en	Marsh harrier	2	harrier NOUN	Marsh PROPN compound> harrier NOUN
Western_Marsh_Harrier#species	en	Western marsh harrier	2	harrier NOUN	western ADJ amod> harrier NOUN | marsh NOUN compound> harrier NOUN
Wild_Turkey#species	en	Wild turkey	0	turkey NOUN	wild ADJ amod> turkey NOUN
Wild_Turkey#species	en	Meleagris gallopavo	1	gallopavo NOUN	Meleagris PROPN compound> gallopavo NOUN
Wild_Turkey#species	en	American wild turkey	2	turkey NOUN	american ADJ amod> turkey NOUN | wild NOUN compound> turkey NOUN
Wild_Turkey#species	en	Wild turkey	2	turkey NOUN	wild ADJ amod> turkey NOUN
Winter_Wren#species	en	Wren	0	Wren PROPN	
Winter_Wren#species	en	Troglodytes troglodytes	1	troglodyte NOUN	Troglodytes PROPN compound> troglodyte NOUN
Winter_Wren#species	en	Northern wren	2	wren NOUN	Northern ADJ amod> wren NOUN
Winter_Wren#species	en	Winter wren	2	wren NOUN	Winter PROPN compound> wren NOUN
Winter_Wren#species	en	Wren	2	Wren PROPN	
Wood_Stork#species	en	Wood stork	0	stork NOUN	Wood PROPN compound> stork NOUN
Wood_Stork#species	en	Mycteria americana	1	americana PROPN	Mycteria PROPN compound> americana PROPN
Wood_Stork#species	en	Wood stork	2	stork NOUN	Wood PROPN compound> stork NOUN
Proboscidea#order	en	Proboscidea	0	Proboscidea NOUN	
Proboscidea#order	en	Proboscidea	1	Proboscidea NOUN	
Chordate#phylum	en	Chordata	0	Chordata PROPN	
Chordate#phylum	en	Vertebrates	0	Vertebrates PROPN	
Chordate#phylum	en	Chordata	1	Chordata PROPN	
Chordate#phylum	en	Vertebrates	2	Vertebrates PROPN	
Chordate#phylum	en	Vertebrates and allies	2	Vertebrate NOUN	and CCONJ cc> allie NOUN | allie NOUN conj> Vertebrate NOUN
Abscission#adaptation	en	Shedding body parts	0	part NOUN	shed NOUN compound> body NOUN | body NOUN compound> part NOUN
Allomothering#adaptation	en	Paternal care	0	care NOUN	Paternal ADJ amod> care NOUN
Altricial#adaptation	en	Helpless young	0	helpless NOUN	young ADJ amod> helpless NOUN
Ambush_predator#adaptation	en	Ambush predator	0	predator NOUN	Ambush PROPN compound> predator NOUN
Animal_culture#adaptation	en	Culture	0	culture NOUN	
Animal_language#adaptation	en	Language	0	language NOUN	
Antipredator_adaptation#adaptation	en	Predation defence	0	defence NOUN	Predation NOUN compound> defence NOUN
Aposematism#adaptation	en	Warning colours	0	colours NOUN	warning NOUN compound> colours NOUN
Aquatic_locomotion#adaptation	en	Adapted to swimming	0	adapt PROPN	to PART mark> swimm VERB | swimm VERB acl> adapt PROPN
Arboreal_locomotion#adaptation	en	Tree dweller	0	dweller NOUN	tree NOUN compound> dweller NOUN
Asexual_reproduction#adaptation	en	Asexual reproduction	0	reproduction NOUN	Asexual ADJ amod> reproduction NOUN
Bioluminescence#adaptation	en	Bioluminescence	0	Bioluminescence NOUN	
Camouflage#adaptation	en	Camouflage	0	Camouflage NOUN	
Carnivore#adaptation	en	Carnivorous	0	Carnivorous PROPN	
Climbing#adaptation	en	Adapted to climbing	0	adapt PROPN	to PART mark> climb VERB | climb VERB acl> adapt PROPN
Colony_biology#adaptation	en	Colonial	0	Colonial PROPN	
Courtship_display#adaptation	en	Courtship display	0	display NOUN	Courtship NOUN compound> display NOUN
Desiccation_tolerance#adaptation	en	Dry tolerant	0	tolerant NOUN	dry NOUN compound> tolerant NOUN
Detritivore#adaptation	en	Detritus recycler	0	recycler NOUN	Detritus PROPN compound> recycler NOUN
Epiphyte#adaptation	en	Air plant	0	plant NOUN	Air NOUN compound> plant NOUN
Estivation#adaptation	en	Aestivation	0	Aestivation NOUN	
Eusociality#adaptation	en	Eusocial	0	Eusocial PROPN	
Fire_ecology#adaptation	en	Fire tolerant	0	tolerant NOUN	fire PROPN compound> tolerant NOUN
Flight#adaptation	en	Adapted to flying	0	adapt PROPN	to SCONJ mark> fly VERB | fly VERB acl> adapt PROPN
Flower#adaptation	en	Flowering	0	Flowering NOUN	
Fossorial#adaptation	en	Burrower	0	Burrower PROPN	
Gliding_flight#adaptation	en	Adapted to gliding	0	adapt PROPN	to PART mark> glid VERB | glid VERB acl> adapt PROPN
Halotolerance#adaptation	en	Chemical tolerant	0	tolerant NOUN	Chemical ADJ amod> tolerant NOUN
Haptic_perception#adaptation	en	Tactile sense	0	sense NOUN	Tactile NOUN compound> sense NOUN
Hematophagy#adaptation	en	Blood sucker	0	sucker NOUN	blood PROPN compound> sucker NOUN
Hermaphrodite#adaptation	en	Hermaphroditic	0	Hermaphroditic PROPN	
Hibernation#adaptation	en	Hibernation	0	hibernation NOUN	
High_altitude#adaptation	en	Altitude tolerant	0	tolerant NOUN	altitude NOUN compound> tolerant NOUN
Hoarding_animal_behaviour#adaptation	en	Food storage	0	storage NOUN	food NOUN compound> storage NOUN
Jumping#adaptation	en	Adapted to jumping	0	adapt PROPN	to SCONJ mark> jump VERB | jump VERB acl> adapt PROPN
Kleptoparasitism#adaptation	en	Kleptoparasitic	0	Kleptoparasitic PROPN	
Metamorphosis#adaptation	en	Metamorphosis	0	Metamorphosis PROPN	
Mimicry#adaptation	en	Mimicry	0	Mimicry PROPN	
Monogamous_pairing_in_animals#adaptation	en	Monogamous	0	Monogamous PROPN	
Moulting#adaptation	en	Moulting	0	Moulting NOUN	
Neoteny#adaptation	en	Neoteny	0	Neoteny NOUN	
Nocturnality#adaptation	en	Nocturnal	0	Nocturnal PROPN	
Oviparity#adaptation	en	Egg layer	0	layer NOUN	egg PROPN compound> layer NOUN
Ovoviviparity#adaptation	en	Ovoviviparous	0	Ovoviviparous PROPN	
Pack_hunter#adaptation	en	Pack-hunter	0	hunter NOUN	pack NOUN compound> hunter NOUN | - PUNCT punct> hunter NOUN
Parasitism#adaptation	en	Parasitic	0	Parasitic PROPN	
Parental_investment#adaptation	en	Parental investment	0	investment NOUN	parental ADJ amod> investment NOUN
Parthenogenesis#adaptation	en	Parthenogenetic	0	Parthenogenetic PROPN	
Poison#adaptation	en	Poisonous	0	Poisonous PROPN	
Pollinator#adaptation	en	Pollinator	0	Pollinator NOUN	
Polygynandry#adaptation	en	Polygynandrous	0	Polygynandrous PROPN	
Polymorphism_biology#adaptation	en	Polymorphism	0	Polymorphism NOUN	
Predation#adaptation	en	Predator	0	predator NOUN	
Predator_trap#adaptation	en	Trapping predator	0	predator NOUN	Trapping NOUN compound> predator NOUN
Psychrophile#adaptation	en	Cold tolerant	0	tolerant NOUN	cold ADJ amod> tolerant NOUN
Running#adaptation	en	Adapted to running	0	adapt PROPN	to PART mark> run VERB | run VERB acl> adapt PROPN
Scavenger#adaptation	en	Scavenger	0	Scavenger NOUN	
Semelparity_and_iteroparity#adaptation	en	Semelparous	0	Semelparous PROPN	
Sessility_zoology#adaptation	en	Sessile	0	Sessile NOUN	
Spawn_biology#adaptation	en	Spawning	0	spawning NOUN	
Swarm#adaptation	en	Swarming	0	Swarming NOUN	
Symbiosis#adaptation	en	Symbiotic	0	Symbiotic PROPN	
Territory_animal#adaptation	en	Territorial	0	territorial NOUN	
Torpor#adaptation	en	Torpor	0	Torpor NOUN	
Troglobite#adaptation	en	Cave dweller	0	cave VERB	dweller NOUN obj> cave VERB
Ultrasound#adaptation	en	Echolocation and ultrasound	0	Echolocation NOUN	and CCONJ cc> ultrasound NOUN | ultrasound NOUN conj> Echolocation NOUN
Venom#adaptation	en	Venomous	0	Venomous PROPN	
Actinopterygii#class	en	Actinopterygii	0	Actinopterygii PROPN	
Actinopterygii#class	en	Ray-finned fishes	0	fishes NOUN	Ray PROPN obl:npmod> finn VERB | - PUNCT punct> finn VERB | finn VERB amod> fishes NOUN
Actinopterygii#class	en	Actinopterygii	1	Actinopterygii PROPN	
Actinopterygii#class	en	Ray-finned fishes	2	fishes NOUN	Ray PROPN obl:npmod> finn VERB | - PUNCT punct> finn VERB | finn VERB amod> fishes NOUN
Amphibian#class	en	Amphibia	0	Amphibia PROPN	
Amphibian#class	en	Amphibians	0	Amphibians PROPN	
Amphibian#class	en	Amphibia	1	Amphibia PROPN	
Amphibian#class	en	Amphibians	2	Amphibians PROPN	
Arachnid#class	en	Arachnida	0	Arachnida PROPN	
Arachnid#class	en	Arachnids	0	Arachnid PROPN	
Arachnid#class	en	Arachnida	1	Arachnida PROPN	
Arachnid#class	en	Arachnids	2	Arachnid PROPN	
Bird#class	en	Aves	0	Aves PROPN	
Bird#class	en	Birds	0	bird NOUN	
Bird#class	en	Aves	1	Aves PROPN	
Bird#class	en	Birds	2	bird NOUN	
Bivalvia#class	en	Bivalvia	0	Bivalvia PROPN	
Cephalaspidomorphi#class	en	Cephalaspidomorphi	0	Cephalaspidomorphi PROPN	
Cephalaspidomorphi#class	en	Lampreys	0	Lamprey PROPN	
Cephalaspidomorphi#class	en	Cephalaspidomorphi	1	Cephalaspidomorphi PROPN	
Cephalaspidomorphi#class	en	Lampreys	2	Lamprey PROPN	
Cephalopod#class	en	Cephalopoda	0	Cephalopoda PROPN	
Cephalopod#class	en	Cephalopods	0	Cephalopod PROPN	
Cephalopod#class	en	Cephalopoda	1	Cephalopoda PROPN	
Cephalopod#class	en	Cephalopods	2	Cephalopod PROPN	
Chondrichthyes#class	en	Chondrichthyes	0	Chondrichthye NOUN	
Chondrichthyes#class	en	Cartilaginous fish	0	fish NOUN	Cartilaginous ADJ amod> fish NOUN
Chondrichthyes#class	en	Chondrichthyes	1	Chondrichthye NOUN	
Chondrichthyes#class	en	Cartilaginous fish	2	fish NOUN	Cartilaginous ADJ amod> fish NOUN
Clitellata#class	en	Clitellata	0	Clitellata PROPN	
Dicotyledon#class	en	Magnoliopsida	0	Magnoliopsida PROPN	
Dicotyledon#class	en	Dicotyledons	0	Dicotyledon NOUN	
Dicotyledon#class	en	Magnoliopsida	1	Magnoliopsida PROPN	
Dicotyledon#class	en	Dicots	2	Dicot PROPN	
Dicotyledon#class	en	Dicotyledons	2	Dicotyledon NOUN	
Dicotyledon#class	en	Magnoliopsida	2	Magnoliopsida PROPN	
Gastropoda#class	en	Gastropoda	0	Gastropoda PROPN	
Gastropoda#class	en	Snails and slugs	0	snail NOUN	and CCONJ cc> slug NOUN | slug NOUN conj> snail NOUN
Gastropoda#class	en	Gastropoda	1	Gastropoda PROPN	
Gastropoda#class	en	Gastropod molluscs	2	mollusc NOUN	Gastropod PROPN compound> mollusc NOUN
Gastropoda#class	en	Snails and slugs	2	snail NOUN	and CCONJ cc> slug NOUN | slug NOUN conj> snail NOUN
Insect#class	en	Insecta	0	Insecta PROPN	
Insect#class	en	Insects	0	insects PROPN	
Insect#class	en	Insecta	1	Insecta PROPN	
Insect#class	en	Insects	2	insects PROPN	
Jellyfish#class	en	Scyphozoa	0	Scyphozoa PROPN	
Jellyfish#class	en	Jellyfish	0	Jellyfish PROPN	
Jellyfish#class	en	Scyphozoa	1	Scyphozoa PROPN	
Jellyfish#class	en	Jellies	2	Jellies PROPN	
Jellyfish#class	en	Jellyfish	2	Jellyfish PROPN	
Jellyfish#class	en	Scyphozoans	2	Scyphozoans PROPN	
Jellyfish#class	en	True jellyfish	2	jellyfish NOUN	true ADJ amod> jellyfish NOUN
Malacostraca#class	en	Malacostraca	0	Malacostraca PROPN	
Malacostraca#class	en	Crabs, shrimp and krill	0	Crabs NOUN	, PUNCT punct> shrimp NOUN | shrimp NOUN conj> Crabs NOUN | and CCONJ cc> krill NOUN | krill NOUN conj> Crabs NOUN
Malacostraca#class	en	Malacostraca	1	Malacostraca PROPN	
Malacostraca#class	en	Crabs, shrimp and krill	2	Crabs NOUN	, PUNCT punct> shrimp NOUN | shrimp NOUN conj> Crabs NOUN | and CCONJ cc> krill NOUN | krill NOUN conj> Crabs NOUN
Malacostraca#class	en	Malacostracans	2	Malacostracans PROPN	
Maxillopoda#class	en	Maxillopoda	0	Maxillopoda PROPN	
Maxillopoda#class	en	Barnacles and copepods	0	Barnacle NOUN	and CCONJ cc> copepod NOUN | copepod NOUN conj> Barnacle NOUN
Maxillopoda#class	en	Maxillopoda	1	Maxillopoda PROPN	
Maxillopoda#class	en	Barnacles and copepods	2	Barnacle NOUN	and CCONJ cc> copepod NOUN | copepod NOUN conj> Barnacle NOUN
Maxillopoda#class	en	Maxillopods	2	Maxillopod PROPN	
Merostomata#class	en	Merostomata	0	Merostomata PROPN	
Monocotyledon#class	en	Liliopsida	0	Liliopsida PROPN	
Monocotyledon#class	en	Monocotyledons	0	Monocotyledon PROPN	
Monocotyledon#class	en	Liliopsida	1	Liliopsida PROPN	
Monocotyledon#class	en	Liliopsida	2	Liliopsida PROPN	
Monocotyledon#class	en	Monocots	2	Monocot PROPN	
Monocotyledon#class	en	Monocotyledons	2	Monocotyledon PROPN	
Pinopsida#class	en	Pinopsida	0	Pinopsida PROPN	
Polychaete#class	en	Polychaeta	0	Polychaeta PROPN	
Polychaete#class	en	Polychaete worms	0	worm NOUN	Polychaete NOUN compound> worm NOUN
Polychaete#class	en	Polychaeta	1	Polychaeta PROPN	
Polychaete#class	en	Bristle worms	2	worm NOUN	Bristle ADJ amod> worm NOUN
Polychaete#class	en	Polychaeta	2	Polychaeta PROPN	
Polychaete#class	en	Polychaete worms	2	worm NOUN	Polychaete NOUN compound> worm NOUN
Prymnesiophyceae#class	en	Prymnesiophyceae	0	Prymnesiophycea NOUN	
Reptile#class	en	Reptilia	0	Reptilia NOUN	
Reptile#class	en	Reptiles	0	reptile NOUN	
Reptile#class	en	Reptilia	1	Reptilia NOUN	
Reptile#class	en	Reptiles	2	reptile NOUN	
Sarcopterygii#class	en	Sarcopterygii	0	Sarcopterygii PROPN	
Sarcopterygii#class	en	Lobe-finned fishes	0	fishes NOUN	Lobe NOUN obl:npmod> finn VERB | - PUNCT punct> finn VERB | finn VERB amod> fishes NOUN
Sarcopterygii#class	en	Sarcopterygii	1	Sarcopterygii PROPN	
Sarcopterygii#class	en	Crossopterygians	2	Crossopterygians PROPN	
Sarcopterygii#class	en	Lobe-finned fishes	2	fishes NOUN	Lobe NOUN obl:npmod> finn VERB | - PUNCT punct> finn VERB | finn VERB amod> fishes NOUN
Sea_star#class	en	Asteroidea	0	Asteroidea NOUN	
