relation	p	s	o
taxongroup	wo:kingdom	Harpy_Eagle#species	Animal#kingdom
taxongroup	wo:order	Harpy_Eagle#species	Falconiformes#order
taxongroup	wo:phylum	Harpy_Eagle#species	Chordate#phylum
taxongroup	wo:family	Harrier_bird#genus	Accipitridae#family
taxongroup	wo:class	Harrier_bird#genus	Bird#class
taxongroup	wo:kingdom	Harrier_bird#genus	Animal#kingdom
taxongroup	wo:order	Harrier_bird#genus	Falconiformes#order
taxongroup	wo:phylum	Harrier_bird#genus	Chordate#phylum
taxongroup	wo:family	Harriss_Hawk#species	Accipitridae#family
taxongroup	wo:class	Harriss_Hawk#species	Bird#class
taxongroup	wo:genus	Harriss_Hawk#species	Parabuteo#genus
taxongroup	wo:kingdom	Harriss_Hawk#species	Animal#kingdom
taxongroup	wo:order	Harriss_Hawk#species	Falconiformes#order
taxongroup	wo:phylum	Harriss_Hawk#species	Chordate#phylum
taxongroup	wo:class	Hatzegopteryx#genus	Reptile#class
taxongroup	wo:family	Hatzegopteryx#genus	Azhdarchidae#family
taxongroup	wo:kingdom	Hatzegopteryx#genus	Animal#kingdom
taxongroup	wo:order	Hatzegopteryx#genus	Pterosaur#order
taxongroup	wo:phylum	Hatzegopteryx#genus	Chordate#phylum
taxongroup	wo:family	Hazel_Dormouse#species	Dormouse#family
taxongroup	wo:class	Hazel_Dormouse#species	Mammal#class
taxongroup	wo:kingdom	Hazel_Dormouse#species	Animal#kingdom
taxongroup	wo:order	Hazel_Dormouse#species	Rodent#order
taxongroup	wo:phylum	Hazel_Dormouse#species	Chordate#phylum
taxongroup	wo:class	Helix_aspersa#species	Gastropoda#class
taxongroup	wo:family	Helix_aspersa#species	Helicidae#family
taxongroup	wo:genus	Helix_aspersa#species	Helix_gastropod#genus
taxongroup	wo:kingdom	Helix_aspersa#species	Animal#kingdom
taxongroup	wo:order	Helix_aspersa#species	Stylommatophora#order
taxongroup	wo:phylum	Helix_aspersa#species	Mollusca#phylum
taxongroup	wo:class	Hemiptera#order	Insect#class
taxongroup	wo:kingdom	Hemiptera#order	Animal#kingdom
taxongroup	wo:phylum	Hemiptera#order	Arthropod#phylum
taxongroup	wo:genus	Hen_Harrier#species	Harrier_bird#genus
taxongroup	wo:class	Hen_Harrier#species	Bird#class
taxongroup	wo:family	Hen_Harrier#species	Accipitridae#family
taxongroup	wo:kingdom	Hen_Harrier#species	Animal#kingdom
taxongroup	wo:order	Hen_Harrier#species	Falconiformes#order
taxongroup	wo:phylum	Hen_Harrier#species	Chordate#phylum
taxongroup	wo:order	Hermit_crab#superfamily	Decapoda#order
taxongroup	wo:class	Hermit_crab#superfamily	Malacostraca#class
taxongroup	wo:kingdom	Hermit_crab#superfamily	Animal#kingdom
taxongroup	wo:phylum	Hermit_crab#superfamily	Arthropod#phylum
taxongroup	wo:class	Heron#family	Bird#class
taxongroup	wo:kingdom	Heron#family	Animal#kingdom
taxongroup	wo:order	Heron#family	Ciconiiformes#order
taxongroup	wo:phylum	Heron#family	Chordate#phylum
taxongroup	wo:genus	Herring_Gull#species	Larus#genus
taxongroup	wo:class	Herring_Gull#species	Bird#class
taxongroup	wo:family	Herring_Gull#species	Gull#family
taxongroup	wo:kingdom	Herring_Gull#species	Animal#kingdom
taxongroup	wo:order	Herring_Gull#species	Charadriiformes#order
taxongroup	wo:phylum	Herring_Gull#species	Chordate#phylum
taxongroup	wo:family	High_Brown_Fritillary#species	Nymphalidae#family
taxongroup	wo:class	High_Brown_Fritillary#species	Insect#class
taxongroup	wo:kingdom	High_Brown_Fritillary#species	Animal#kingdom
taxongroup	wo:order	High_Brown_Fritillary#species	Lepidoptera#order
taxongroup	wo:phylum	High_Brown_Fritillary#species	Arthropod#phylum
taxongroup	wo:order	Highland_midge#species	Fly#order
taxongroup	wo:class	Highland_midge#species	Insect#class
taxongroup	wo:family	Highland_midge#species	Ceratopogonidae#family
taxongroup	wo:genus	Highland_midge#species	Culicoides#genus
taxongroup	wo:kingdom	Highland_midge#species	Animal#kingdom
taxongroup	wo:phylum	Highland_midge#species	Arthropod#phylum
taxongroup	wo:family	Himalayan_marmot#species	Sciuridae#family
taxongroup	wo:class	Himalayan_marmot#species	Mammal#class
taxongroup	wo:genus	Himalayan_marmot#species	Marmot#genus
taxongroup	wo:kingdom	Himalayan_marmot#species	Animal#kingdom
taxongroup	wo:order	Himalayan_marmot#species	Rodent#order
taxongroup	wo:phylum	Himalayan_marmot#species	Chordate#phylum
taxongroup	wo:order	Hippopotamus#species	Even-toed_ungulate#order
taxongroup	wo:class	Hippopotamus#species	Mammal#class
taxongroup	wo:family	Hippopotamus#species	Hippopotamidae#family
taxongroup	wo:genus	Hippopotamus#species	Hippopotamus_genus#genus
taxongroup	wo:kingdom	Hippopotamus#species	Animal#kingdom
taxongroup	wo:phylum	Hippopotamus#species	Chordate#phylum
taxongroup	wo:superorder	Hippopotamus#species	Cetartiodactyla#superorder
taxongroup	wo:class	Hominidae#family	Mammal#class
taxongroup	wo:kingdom	Hominidae#family	Animal#kingdom
taxongroup	wo:order	Hominidae#family	Primate#order
taxongroup	wo:phylum	Hominidae#family	Chordate#phylum
taxongroup	wo:genus	Homo_erectus#species	Homo#genus
taxongroup	wo:class	Homo_erectus#species	Mammal#class
taxongroup	wo:family	Homo_erectus#species	Hominidae#family
taxongroup	wo:kingdom	Homo_erectus#species	Animal#kingdom
taxongroup	wo:order	Homo_erectus#species	Primate#order
taxongroup	wo:phylum	Homo_erectus#species	Chordate#phylum
taxongroup	wo:family	Homo#genus	Hominidae#family
taxongroup	wo:class	Homo#genus	Mammal#class
taxongroup	wo:kingdom	Homo#genus	Animal#kingdom
taxongroup	wo:order	Homo#genus	Primate#order
taxongroup	wo:phylum	Homo#genus	Chordate#phylum
taxongroup	wo:family	Honey_Buzzard#species	Accipitridae#family
taxongroup	wo:class	Honey_Buzzard#species	Bird#class
taxongroup	wo:genus	Honey_Buzzard#species	Pernis_bird#genus
taxongroup	wo:kingdom	Honey_Buzzard#species	Animal#kingdom
taxongroup	wo:order	Honey_Buzzard#species	Falconiformes#order
taxongroup	wo:phylum	Honey_Buzzard#species	Chordate#phylum
taxongroup	wo:genus	Hooded_Crow#species	Corvus_genus#genus
taxongroup	wo:class	Hooded_Crow#species	Bird#class
taxongroup	wo:family	Hooded_Crow#species	Corvidae#family
taxongroup	wo:kingdom	Hooded_Crow#species	Animal#kingdom
taxongroup	wo:order	Hooded_Crow#species	Passerine#order
taxongroup	wo:phylum	Hooded_Crow#species	Chordate#phylum
taxongroup	wo:family	Horned_owl#genus	True_owl#family
taxongroup	wo:class	Horned_owl#genus	Bird#class
taxongroup	wo:kingdom	Horned_owl#genus	Animal#kingdom
taxongroup	wo:order	Horned_owl#genus	Owl#order
taxongroup	wo:phylum	Horned_owl#genus	Chordate#phylum
taxongroup	wo:class	Horseshoe_bat#family	Mammal#class
taxongroup	wo:kingdom	Horseshoe_bat#family	Animal#kingdom
taxongroup	wo:order	Horseshoe_bat#family	Bat#order
taxongroup	wo:phylum	Horseshoe_bat#family	Chordate#phylum
taxongroup	wo:order	House_Sparrow#species	Passerine#order
taxongroup	wo:class	House_Sparrow#species	Bird#class
taxongroup	wo:family	House_Sparrow#species	Sparrow#family
taxongroup	wo:genus	House_Sparrow#species	Passer#genus
taxongroup	wo:kingdom	House_Sparrow#species	Animal#kingdom
taxongroup	wo:phylum	House_Sparrow#species	Chordate#phylum
taxongroup	wo:genus	Human#species	Homo#genus
taxongroup	wo:class	Human#species	Mammal#class
taxongroup	wo:family	Human#species	Hominidae#family
taxongroup	wo:kingdom	Human#species	Animal#kingdom
taxongroup	wo:order	Human#species	Primate#order
taxongroup	wo:phylum	Human#species	Chordate#phylum
taxongroup	wo:genus	Humboldt_Penguin#species	Banded_penguin#genus
taxongroup	wo:class	Humboldt_Penguin#species	Bird#class
taxongroup	wo:family	Humboldt_Penguin#species	Penguin#family
taxongroup	wo:kingdom	Humboldt_Penguin#species	Animal#kingdom
taxongroup	wo:phylum	Humboldt_Penguin#species	Chordate#phylum
taxongroup	wo:class	Humboldt_Squid#species	Cephalopod#class
taxongroup	wo:order	Humboldt_Squid#species	Squid#order
taxongroup	wo:kingdom	Humboldt_Squid#species	Animal#kingdom
taxongroup	wo:phylum	Humboldt_Squid#species	Mollusca#phylum
taxongroup	wo:class	Hummingbird#family	Bird#class
taxongroup	wo:kingdom	Hummingbird#family	Animal#kingdom
taxongroup	wo:order	Hummingbird#family	Apodiformes#order
taxongroup	wo:phylum	Hummingbird#family	Chordate#phylum
taxongroup	wo:family	Humpback_whale#species	Rorqual#family
taxongroup	wo:class	Humpback_whale#species	Mammal#class
taxongroup	wo:kingdom	Humpback_whale#species	Animal#kingdom
taxongroup	wo:order	Humpback_whale#species	Cetacea#order
taxongroup	wo:phylum	Humpback_whale#species	Chordate#phylum
taxongroup	wo:superorder	Humpback_whale#species	Cetartiodactyla#superorder
taxongroup	wo:class	Huntsman_spider#family	Arachnid#class
taxongroup	wo:kingdom	Huntsman_spider#family	Animal#kingdom
taxongroup	wo:order	Huntsman_spider#family	Spider#order
taxongroup	wo:phylum	Huntsman_spider#family	Arthropod#phylum
taxongroup	wo:family	Hylobates#genus	Gibbon#family
taxongroup	wo:class	Hylobates#genus	Mammal#class
taxongroup	wo:kingdom	Hylobates#genus	Animal#kingdom
taxongroup	wo:order	Hylobates#genus	Primate#order
taxongroup	wo:phylum	Hylobates#genus	Chordate#phylum
taxongroup	wo:class	Hymenoptera#order	Insect#class
taxongroup	wo:kingdom	Hymenoptera#order	Animal#kingdom
taxongroup	wo:phylum	Hymenoptera#order	Arthropod#phylum
taxongroup	wo:class	Ichthyosaur#order	Reptile#class
taxongroup	wo:kingdom	Ichthyosaur#order	Animal#kingdom
taxongroup	wo:phylum	Ichthyosaur#order	Chordate#phylum
taxongroup	wo:superorder	Ichthyosaur#order	Ichthyopterygia#superorder
taxongroup	wo:class	Iguanidae#family	Reptile#class
taxongroup	wo:kingdom	Iguanidae#family	Animal#kingdom
taxongroup	wo:order	Iguanidae#family	Squamata#order
taxongroup	wo:phylum	Iguanidae#family	Chordate#phylum
taxongroup	wo:suborder	Iguanidae#family	Lizard#suborder
taxongroup	wo:class	Iguanodon#genus	Reptile#class
taxongroup	wo:family	Iguanodon#genus	Iguanodont#family
taxongroup	wo:infraorder	Iguanodon#genus	Ornithopod#infraorder
taxongroup	wo:kingdom	Iguanodon#genus	Animal#kingdom
taxongroup	wo:order	Iguanodon#genus	Ornithischia#order
taxongroup	wo:phylum	Iguanodon#genus	Chordate#phylum
taxongroup	wo:suborder	Iguanodon#genus	Cerapoda#suborder
taxongroup	wo:superorder	Iguanodon#genus	Dinosaur#superorder
taxongroup	wo:family	Inachis_io#species	Nymphalidae#family
taxongroup	wo:class	Inachis_io#species	Insect#class
taxongroup	wo:genus	Inachis_io#species	Inachis#genus
taxongroup	wo:kingdom	Inachis_io#species	Animal#kingdom
taxongroup	wo:order	Inachis_io#species	Lepidoptera#order
taxongroup	wo:phylum	Inachis_io#species	Arthropod#phylum
taxongroup	wo:family	Indian_Peafowl#species	Phasianidae#family
taxongroup	wo:class	Indian_Peafowl#species	Bird#class
taxongroup	wo:genus	Indian_Peafowl#species	Pavo_genus#genus
taxongroup	wo:kingdom	Indian_Peafowl#species	Animal#kingdom
taxongroup	wo:order	Indian_Peafowl#species	Galliformes#order
taxongroup	wo:phylum	Indian_Peafowl#species	Chordate#phylum
taxongroup	wo:family	Indian_Rhinoceros#species	Rhinoceros#family
taxongroup	wo:class	Indian_Rhinoceros#species	Mammal#class
taxongroup	wo:genus	Indian_Rhinoceros#species	Rhinoceros_genus#genus
taxongroup	wo:kingdom	Indian_Rhinoceros#species	Animal#kingdom
taxongroup	wo:order	Indian_Rhinoceros#species	Odd-toed_ungulate#order
taxongroup	wo:phylum	Indian_Rhinoceros#species	Chordate#phylum
taxongroup	wo:genus	Indo-Pacific_bottlenose_dolphin#species	Bottlenose_dolphin#genus
taxongroup	wo:class	Indo-Pacific_bottlenose_dolphin#species	Mammal#class
taxongroup	wo:family	Indo-Pacific_bottlenose_dolphin#species	Oceanic_dolphin#family
taxongroup	wo:kingdom	Indo-Pacific_bottlenose_dolphin#species	Animal#kingdom
taxongroup	wo:order	Indo-Pacific_bottlenose_dolphin#species	Cetacea#order
taxongroup	wo:phylum	Indo-Pacific_bottlenose_dolphin#species	Chordate#phylum
taxongroup	wo:superorder	Indo-Pacific_bottlenose_dolphin#species	Cetartiodactyla#superorder
taxongroup	wo:family	Indri#species	Indriidae#family
taxongroup	wo:class	Indriidae#family	Mammal#class
taxongroup	wo:infraorder	Indriidae#family	Lemur#infraorder
taxongroup	wo:kingdom	Indriidae#family	Animal#kingdom
taxongroup	wo:order	Indriidae#family	Primate#order
taxongroup	wo:phylum	Indriidae#family	Chordate#phylum
taxongroup	wo:class	Indri#species	Mammal#class
taxongroup	wo:infraorder	Indri#species	Lemur#infraorder
taxongroup	wo:kingdom	Indri#species	Animal#kingdom
taxongroup	wo:order	Indri#species	Primate#order
taxongroup	wo:phylum	Indri#species	Chordate#phylum
taxongroup	wo:family	Inland_Taipan#species	Elapidae#family
taxongroup	wo:class	Inland_Taipan#species	Reptile#class
taxongroup	wo:genus	Inland_Taipan#species	Taipan#genus
taxongroup	wo:kingdom	Inland_Taipan#species	Animal#kingdom
taxongroup	wo:order	Inland_Taipan#species	Squamata#order
taxongroup	wo:phylum	Inland_Taipan#species	Chordate#phylum
taxongroup	wo:suborder	Inland_Taipan#species	Snake#suborder
taxongroup	wo:kingdom	Insect#class	Animal#kingdom
taxongroup	wo:phylum	Insect#class	Arthropod#phylum
taxongroup	wo:family	Irish_Elk#species	Deer#family
taxongroup	wo:class	Irish_Elk#species	Mammal#class
taxongroup	wo:genus	Irish_Elk#species	Megaloceros#genus
taxongroup	wo:kingdom	Irish_Elk#species	Animal#kingdom
taxongroup	wo:order	Irish_Elk#species	Even-toed_ungulate#order
taxongroup	wo:phylum	Irish_Elk#species	Chordate#phylum
taxongroup	wo:superorder	Irish_Elk#species	Cetartiodactyla#superorder
taxongroup	wo:genus	Jackdaw#species	Corvus_genus#genus
taxongroup	wo:class	Jackdaw#species	Bird#class
taxongroup	wo:family	Jackdaw#species	Corvidae#family
taxongroup	wo:kingdom	Jackdaw#species	Animal#kingdom
taxongroup	wo:order	Jackdaw#species	Passerine#order
taxongroup	wo:phylum	Jackdaw#species	Chordate#phylum
taxongroup	wo:genus	Jaguar#species	Panthera#genus
taxongroup	wo:class	Jaguar#species	Mammal#class
taxongroup	wo:family	Jaguar#species	Felidae#family
taxongroup	wo:kingdom	Jaguar#species	Animal#kingdom
taxongroup	wo:order	Jaguar#species	Carnivora#order
taxongroup	wo:phylum	Jaguar#species	Chordate#phylum
taxongroup	wo:genus	Japanese_giant_salamander#species	Andrias#genus
taxongroup	wo:class	Japanese_giant_salamander#species	Amphibian#class
taxongroup	wo:family	Japanese_giant_salamander#species	Giant_salamander#family
taxongroup	wo:kingdom	Japanese_giant_salamander#species	Animal#kingdom
taxongroup	wo:order	Japanese_giant_salamander#species	Salamander#order
taxongroup	wo:phylum	Japanese_giant_salamander#species	Chordate#phylum
taxongroup	wo:genus	Japanese_Macaque#species	Macaque#genus
taxongroup	wo:class	Japanese_Macaque#species	Mammal#class
taxongroup	wo:family	Japanese_Macaque#species	Old_World_monkey#family
taxongroup	wo:kingdom	Japanese_Macaque#species	Animal#kingdom
taxongroup	wo:order	Japanese_Macaque#species	Primate#order
taxongroup	wo:phylum	Japanese_Macaque#species	Chordate#phylum
taxongroup	wo:kingdom	Jellyfish#class	Animal#kingdom
taxongroup	wo:phylum	Jellyfish#class	Cnidaria#phylum
taxongroup	wo:class	Jumping_spider#family	Arachnid#class
taxongroup	wo:kingdom	Jumping_spider#family	Animal#kingdom
taxongroup	wo:order	Jumping_spider#family	Spider#order
taxongroup	wo:phylum	Jumping_spider#family	Arthropod#phylum
taxongroup	wo:class	Kagu#species	Bird#class
taxongroup	wo:family	Kagu#species	Rhynochetidae#family
taxongroup	wo:genus	Kagu#species	Rhynochetos#genus
taxongroup	wo:kingdom	Kagu#species	Animal#kingdom
taxongroup	wo:order	Kagu#species	Eurypygiformes#order
taxongroup	wo:phylum	Kagu#species	Chordate#phylum
taxongroup	wo:family	Kakapo#species	New_Zealand_parrot#family
taxongroup	wo:class	Kakapo#species	Bird#class
taxongroup	wo:kingdom	Kakapo#species	Animal#kingdom
taxongroup	wo:order	Kakapo#species	Parrot#order
taxongroup	wo:phylum	Kakapo#species	Chordate#phylum
taxongroup	wo:family	Kea#species	New_Zealand_parrot#family
taxongroup	wo:class	Kea#species	Bird#class
taxongroup	wo:genus	Kea#species	Nestor_genus#genus
taxongroup	wo:kingdom	Kea#species	Animal#kingdom
taxongroup	wo:order	Kea#species	Parrot#order
taxongroup	wo:phylum	Kea#species	Chordate#phylum
taxongroup	wo:family	Killer_whale#species	Oceanic_dolphin#family
taxongroup	wo:class	Killer_whale#species	Mammal#class
taxongroup	wo:kingdom	Killer_whale#species	Animal#kingdom
taxongroup	wo:order	Killer_whale#species	Cetacea#order
taxongroup	wo:phylum	Killer_whale#species	Chordate#phylum
taxongroup	wo:superorder	Killer_whale#species	Cetartiodactyla#superorder
taxongroup	wo:genus	King_Bird_of_Paradise#species	Cicinnurus#genus
taxongroup	wo:class	King_Bird_of_Paradise#species	Bird#class
taxongroup	wo:family	King_Bird_of_Paradise#species	Birds_of_Paradise#family
taxongroup	wo:kingdom	King_Bird_of_Paradise#species	Animal#kingdom
taxongroup	wo:order	King_Bird_of_Paradise#species	Passerine#order
taxongroup	wo:phylum	King_Bird_of_Paradise#species	Chordate#phylum
taxongroup	wo:family	King_Cobra#species	Elapidae#family
taxongroup	wo:class	King_Cobra#species	Reptile#class
taxongroup	wo:genus	King_Cobra#species	Ophiophagus#genus
taxongroup	wo:kingdom	King_Cobra#species	Animal#kingdom
taxongroup	wo:order	King_Cobra#species	Squamata#order
taxongroup	wo:phylum	King_Cobra#species	Chordate#phylum
taxongroup	wo:suborder	King_Cobra#species	Snake#suborder
taxongroup	wo:genus	King_Penguin#species	Aptenodytes#genus
taxongroup	wo:class	King_Penguin#species	Bird#class
taxongroup	wo:family	King_Penguin#species	Penguin#family
taxongroup	wo:kingdom	King_Penguin#species	Animal#kingdom
taxongroup	wo:phylum	King_Penguin#species	Chordate#phylum
taxongroup	wo:family	Kipunji#species	Old_World_monkey#family
taxongroup	wo:class	Kipunji#species	Mammal#class
taxongroup	wo:kingdom	Kipunji#species	Animal#kingdom
taxongroup	wo:order	Kipunji#species	Primate#order
taxongroup	wo:phylum	Kipunji#species	Chordate#phylum
taxongroup	wo:class	Kiwi#genus	Bird#class
taxongroup	wo:kingdom	Kiwi#genus	Animal#kingdom
taxongroup	wo:order	Kiwi#genus	Ratite#order
taxongroup	wo:phylum	Kiwi#genus	Chordate#phylum
taxongroup	wo:order	Koala#species	Diprotodontia#order
taxongroup	wo:class	Koala#species	Mammal#class
taxongroup	wo:family	Koala#species	Phascolarctidae#family
taxongroup	wo:genus	Koala#species	Phascolarctos#genus
taxongroup	wo:kingdom	Koala#species	Animal#kingdom
taxongroup	wo:phylum	Koala#species	Chordate#phylum
taxongroup	wo:genus	Komodo_dragon#species	Monitor_lizard#genus
taxongroup	wo:class	Komodo_dragon#species	Reptile#class
taxongroup	wo:family	Komodo_dragon#species	Varanidae#family
taxongroup	wo:kingdom	Komodo_dragon#species	Animal#kingdom
taxongroup	wo:order	Komodo_dragon#species	Squamata#order
taxongroup	wo:phylum	Komodo_dragon#species	Chordate#phylum
taxongroup	wo:suborder	Komodo_dragon#species	Lizard#suborder
taxongroup	wo:class	Koolasuchus#genus	Amphibian#class
taxongroup	wo:family	Lac_Alaotra_Bamboo_Lemur#species	Lemuridae#family
taxongroup	wo:class	Lac_Alaotra_Bamboo_Lemur#species	Mammal#class
taxongroup	wo:genus	Lac_Alaotra_Bamboo_Lemur#species	Bamboo_lemur#genus
taxongroup	wo:infraorder	Lac_Alaotra_Bamboo_Lemur#species	Lemur#infraorder
taxongroup	wo:kingdom	Lac_Alaotra_Bamboo_Lemur#species	Animal#kingdom
taxongroup	wo:order	Lac_Alaotra_Bamboo_Lemur#species	Primate#order
taxongroup	wo:phylum	Lac_Alaotra_Bamboo_Lemur#species	Chordate#phylum
taxongroup	wo:class	Lacertidae#family	Reptile#class
taxongroup	wo:kingdom	Lacertidae#family	Animal#kingdom
taxongroup	wo:order	Lacertidae#family	Squamata#order
taxongroup	wo:phylum	Lacertidae#family	Chordate#phylum
taxongroup	wo:suborder	Lacertidae#family	Lizard#suborder
taxongroup	wo:class	Lagomorpha#order	Mammal#class
taxongroup	wo:kingdom	Lagomorpha#order	Animal#kingdom
taxongroup	wo:phylum	Lagomorpha#order	Chordate#phylum
taxongroup	wo:class	Lamniformes#order	Chondrichthyes#class
taxongroup	wo:kingdom	Lamniformes#order	Animal#kingdom
taxongroup	wo:phylum	Lamniformes#order	Chordate#phylum
taxongroup	wo:superorder	Lamniformes#order	Shark#superorder
taxongroup	wo:family	Lampyris_noctiluca#species	Firefly#family
taxongroup	wo:order	Lampyris_noctiluca#species	Beetle#order
taxongroup	wo:class	Lampyris_noctiluca#species	Insect#class
taxongroup	wo:genus	Lampyris_noctiluca#species	Lampyris#genus
